CDG,DT_Abert,Dia_Semana,Tipo,QTD,Produto,Categoria,Valor_Un,Valor_Total,DT_Fech
7948,27/12/2024 15:05,sexta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",27/12/2024 15:41
7948,27/12/2024 15:05,sexta-feira,Delivery    ,1,Coca-Cola Original 350mL,Refrigerantes,"6,90","6,90",27/12/2024 15:41
7952,27/12/2024 16:47,sexta-feira,Delivery    ,4,Hot Dog Nervoso,Hot Dog,"32,90","131,60",27/12/2024 17:27
7956,27/12/2024 17:44,sexta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",27/12/2024 18:48
7956,27/12/2024 17:44,sexta-feira,Delivery    ,1,Hot Dog Catupiry,Hot Dog,"29,90","29,90",27/12/2024 18:48
7961,27/12/2024 18:31,sexta-feira,Delivery    ,2,Hot Dog Simples,Hot Dog,"21,90","43,80",27/12/2024 19:07
7966,28/12/2024 11:47,sábado,Delivery    ,1,Boizão,Hambúrguer,"44,90","44,90",28/12/2024 12:27
7966,28/12/2024 11:47,sábado,Delivery    ,1,Boizinho Salada,Hambúrguer,"29,90","29,90",28/12/2024 12:27
7977,28/12/2024 13:05,sábado,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",28/12/2024 13:25
7977,28/12/2024 13:05,sábado,Delivery    ,1,Guaraná Antárctica 350mL,Refrigerantes,"6,90","6,90",28/12/2024 13:25
7981,28/12/2024 13:16,sábado,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",28/12/2024 13:53
7984,07/01/2025 11:01,terça-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",07/01/2025 11:43
7984,07/01/2025 11:01,terça-feira,Delivery    ,1,Fanta Uva 350mL,Refrigerantes,"6,90","6,90",07/01/2025 11:43
7994,07/01/2025 12:36,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",07/01/2025 13:01
7994,07/01/2025 12:36,terça-feira,Delivery    ,1,Guaraná Antárctica 350mL,Refrigerantes,"6,90","6,90",07/01/2025 13:01
7999,07/01/2025 13:27,terça-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",07/01/2025 13:59
8015,07/01/2025 18:37,terça-feira,Delivery    ,2,Hot Dog Nervoso,Hot Dog,"32,90","65,80",07/01/2025 19:00
8022,08/01/2025 12:04,quarta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",08/01/2025 12:42
8022,08/01/2025 12:04,quarta-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",08/01/2025 12:42
8024,08/01/2025 12:19,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",08/01/2025 12:43
8024,08/01/2025 12:19,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",08/01/2025 12:43
8025,08/01/2025 12:28,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",08/01/2025 12:56
8048,08/01/2025 18:30,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",08/01/2025 18:48
8050,09/01/2025 10:56,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",09/01/2025 11:35
8050,09/01/2025 10:56,quinta-feira,Delivery    ,1,Coca-Cola Original 350mL,Refrigerantes,"6,90","6,90",09/01/2025 11:35
8054,09/01/2025 11:16,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",09/01/2025 11:35
8054,09/01/2025 11:16,quinta-feira,Delivery    ,1,Coca-Cola Zero 350mL,Refrigerantes,"6,90","6,90",09/01/2025 11:35
8057,09/01/2025 11:51,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",09/01/2025 12:20
8061,09/01/2025 12:23,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",09/01/2025 13:00
8061,09/01/2025 12:23,quinta-feira,Delivery    ,1,Guaraná Antárctica 350mL,Refrigerantes,"6,90","6,90",09/01/2025 13:00
8064,09/01/2025 12:51,quinta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",09/01/2025 13:32
8086,09/01/2025 17:58,quinta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",09/01/2025 18:18
8086,09/01/2025 17:58,quinta-feira,Delivery    ,1,Boizão,Hambúrguer,"44,90","44,90",09/01/2025 18:18
8092,09/01/2025 18:35,quinta-feira,Delivery    ,1,Boizinho Caipira,Hambúrguer,"32,90","32,90",09/01/2025 19:04
8092,09/01/2025 18:35,quinta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",09/01/2025 19:04
8092,09/01/2025 18:35,quinta-feira,Delivery    ,1,Salsicha,Complemento,"4,00","4,00",09/01/2025 19:04
8107,10/01/2025 12:39,sexta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",10/01/2025 13:13
8107,10/01/2025 12:39,sexta-feira,Delivery    ,2,Salsicha,Complemento,"4,00","8,00",10/01/2025 13:13
8143,10/01/2025 17:07,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",10/01/2025 17:42
8143,10/01/2025 17:07,sexta-feira,Delivery    ,1,Coca-Cola Original 350mL,Refrigerantes,"6,90","6,90",10/01/2025 17:42
8148,10/01/2025 18:35,sexta-feira,Delivery    ,4,Hot Dog Seladinho,Hot Dog,"25,90","103,60",10/01/2025 19:08
8162,11/01/2025 12:45,sábado,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",11/01/2025 13:18
8162,11/01/2025 12:45,sábado,Delivery    ,2,Salsicha,Complemento,"4,00","8,00",11/01/2025 13:18
8177,13/01/2025 12:41,segunda-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",13/01/2025 13:13
8193,13/01/2025 15:52,segunda-feira,Delivery    ,1,Hot Dog Catupiry,Hot Dog,"29,90","29,90",13/01/2025 16:57
8228,14/01/2025 18:43,terça-feira,Delivery    ,1,Frango Catupiry com Bacon,Frango,"40,90","40,90",14/01/2025 19:04
8230,15/01/2025 10:24,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",15/01/2025 10:52
8230,15/01/2025 10:24,quarta-feira,Delivery    ,1,Coca-Cola Original 350mL,Refrigerantes,"6,90","6,90",15/01/2025 10:52
8231,15/01/2025 10:26,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",15/01/2025 10:52
8231,15/01/2025 10:26,quarta-feira,Delivery    ,1,Coca-Cola Zero 200mL,Refrigerantes,"3,00","3,00",15/01/2025 10:52
8235,15/01/2025 11:44,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",15/01/2025 12:14
8272,16/01/2025 11:10,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",16/01/2025 11:47
8277,16/01/2025 11:57,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",16/01/2025 12:33
8277,16/01/2025 11:57,quinta-feira,Delivery    ,1,Guaraná Antárctica 350mL,Refrigerantes,"6,90","6,90",16/01/2025 12:33
8289,16/01/2025 13:56,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",16/01/2025 14:25
8292,16/01/2025 14:03,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",16/01/2025 14:25
8292,16/01/2025 14:03,quinta-feira,Delivery    ,2,Coca-Cola Zero 200mL,Refrigerantes,"3,00","6,00",16/01/2025 14:25
8302,16/01/2025 17:21,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",16/01/2025 17:44
8309,17/01/2025 10:43,sexta-feira,Delivery    ,2,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","77,80",17/01/2025 11:06
8309,17/01/2025 10:43,sexta-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",17/01/2025 11:06
8328,17/01/2025 13:14,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",17/01/2025 13:43
8328,17/01/2025 13:14,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",17/01/2025 13:43
8340,17/01/2025 15:38,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",17/01/2025 16:24
8340,17/01/2025 15:38,sexta-feira,Delivery    ,1,Fanta Uva 350mL,Refrigerantes,"6,90","6,90",17/01/2025 16:24
8343,17/01/2025 16:23,sexta-feira,Delivery    ,1,Boizinho Salada,Hambúrguer,"29,90","29,90",17/01/2025 17:01
8343,17/01/2025 16:25,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,00","32,00",17/01/2025 17:01
8343,17/01/2025 16:25,sexta-feira,Delivery    ,1,Sprite 350mL,Refrigerantes,"5,00","5,00",17/01/2025 17:01
8343,17/01/2025 16:25,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,00","32,00",17/01/2025 17:01
8343,17/01/2025 16:25,sexta-feira,Delivery    ,1,Sprite 350mL,Refrigerantes,"5,00","5,00",17/01/2025 17:01
8352,17/01/2025 17:57,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",17/01/2025 18:40
8352,17/01/2025 17:57,sexta-feira,Delivery    ,1,Salsicha,Complemento,"4,00","4,00",17/01/2025 18:40
8352,17/01/2025 17:57,sexta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",17/01/2025 18:40
8352,17/01/2025 17:57,sexta-feira,Delivery    ,1,Salsicha,Complemento,"4,00","4,00",17/01/2025 18:40
8355,17/01/2025 18:04,sexta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",17/01/2025 18:57
8355,17/01/2025 18:04,sexta-feira,Delivery    ,2,Coca-Cola Zero 350mL,Refrigerantes,"6,90","13,80",17/01/2025 18:57
8355,17/01/2025 18:04,sexta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",17/01/2025 18:57
8356,17/01/2025 18:09,sexta-feira,Delivery    ,2,Hot Dog Nervoso,Hot Dog,"32,90","65,80",17/01/2025 18:45
8358,17/01/2025 18:44,sexta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",17/01/2025 19:10
8358,17/01/2025 18:44,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",17/01/2025 19:10
8358,17/01/2025 18:44,sexta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",17/01/2025 19:10
8358,17/01/2025 18:44,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",17/01/2025 19:10
8358,17/01/2025 18:44,sexta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",17/01/2025 19:10
8358,17/01/2025 19:09,sexta-feira,Delivery    ,1,Doguinho,Hot Dog,"14,99","14,99",17/01/2025 19:10
8358,17/01/2025 19:09,sexta-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"2,00","2,00",17/01/2025 19:10
8369,18/01/2025 12:53,sábado,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",18/01/2025 13:21
8371,18/01/2025 13:08,sábado,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",18/01/2025 13:22
8375,20/01/2025 11:11,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",20/01/2025 11:54
8375,20/01/2025 11:11,segunda-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",20/01/2025 11:54
8378,20/01/2025 12:00,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",20/01/2025 12:52
8383,20/01/2025 12:34,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",20/01/2025 13:45
8394,20/01/2025 14:46,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",20/01/2025 15:09
8398,20/01/2025 15:32,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",20/01/2025 16:25
8413,21/01/2025 10:21,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",21/01/2025 10:45
8414,21/01/2025 10:43,terça-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",21/01/2025 11:13
8416,21/01/2025 11:11,terça-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",21/01/2025 11:37
8418,21/01/2025 11:56,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",21/01/2025 12:25
8421,21/01/2025 12:19,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",21/01/2025 12:39
8434,21/01/2025 15:14,terça-feira,Delivery    ,2,Hot Dog Nervoso,Hot Dog,"32,90","65,80",21/01/2025 15:53
8444,21/01/2025 18:21,terça-feira,Delivery    ,2,Hot Dog Catupiry,Hot Dog,"29,90","59,80",21/01/2025 18:57
8452,22/01/2025 11:43,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,00","32,00",22/01/2025 12:23
8452,22/01/2025 11:43,quarta-feira,Delivery    ,1,Sprite 350mL,Refrigerantes,"5,00","5,00",22/01/2025 12:23
8458,22/01/2025 12:29,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",22/01/2025 13:27
8458,22/01/2025 12:29,quarta-feira,Delivery    ,1,Coca-Cola Original 350mL,Refrigerantes,"6,90","6,90",22/01/2025 13:27
8459,22/01/2025 12:30,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",22/01/2025 13:27
8459,22/01/2025 12:30,quarta-feira,Delivery    ,1,Fanta Laranja 350mL,Refrigerantes,"6,90","6,90",22/01/2025 13:27
8478,22/01/2025 15:58,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",22/01/2025 16:31
8479,22/01/2025 16:05,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",22/01/2025 16:32
8479,22/01/2025 16:05,quarta-feira,Delivery    ,2,Hot Dog Catupiry,Hot Dog,"29,90","59,80",22/01/2025 16:32
8479,22/01/2025 16:05,quarta-feira,Delivery    ,2,Coca-Cola Original 600mL,Refrigerantes,"9,00","18,00",22/01/2025 16:32
8479,22/01/2025 16:05,quarta-feira,Delivery    ,1,Sprite Lemon Fresh,Refrigerantes,"8,00","8,00",22/01/2025 16:32
8481,22/01/2025 16:58,quarta-feira,Delivery    ,1,Doguinho,Hot Dog,"14,99","14,99",22/01/2025 16:58
8481,22/01/2025 16:58,quarta-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"2,00","2,00",22/01/2025 16:58
8492,23/01/2025 11:06,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",23/01/2025 11:52
8494,23/01/2025 12:42,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",23/01/2025 13:12
8496,23/01/2025 13:07,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",23/01/2025 13:29
8496,23/01/2025 13:07,quinta-feira,Delivery    ,1,Coca-Cola Zero 200mL,Refrigerantes,"3,90","3,90",23/01/2025 13:29
8497,23/01/2025 13:27,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",23/01/2025 13:42
8501,23/01/2025 14:15,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",23/01/2025 14:41
8501,23/01/2025 14:15,quinta-feira,Delivery    ,1,Boizinho Caipira,Hambúrguer,"32,90","32,90",23/01/2025 14:41
8502,23/01/2025 14:28,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",23/01/2025 15:12
8502,23/01/2025 14:28,quinta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",23/01/2025 15:12
8510,23/01/2025 17:39,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",23/01/2025 18:02
8510,23/01/2025 17:39,quinta-feira,Delivery    ,1,Boizinho Bacon,Hambúrguer,"35,90","35,90",23/01/2025 18:02
8520,24/01/2025 11:24,sexta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",24/01/2025 12:14
8521,24/01/2025 11:31,sexta-feira,Delivery    ,1,Boizinho Bacon,Hambúrguer,"35,90","35,90",24/01/2025 12:14
8521,24/01/2025 11:31,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",24/01/2025 12:14
8529,24/01/2025 12:45,sexta-feira,Delivery    ,1,Boizão,Hambúrguer,"44,90","44,90",24/01/2025 13:16
8555,24/01/2025 18:06,sexta-feira,Delivery    ,1,Frango Catupiry,Frango,"35,90","35,90",24/01/2025 18:37
8555,24/01/2025 18:06,sexta-feira,Delivery    ,1,Salsicha,Complemento,"3,00","3,00",24/01/2025 18:37
8571,25/01/2025 12:11,sábado,Delivery    ,1,Hot Dog Catupiry,Hot Dog,"29,90","29,90",25/01/2025 12:57
8571,25/01/2025 12:11,sábado,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",25/01/2025 12:57
8571,25/01/2025 12:11,sábado,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",25/01/2025 12:57
8574,25/01/2025 12:42,sábado,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",25/01/2025 13:14
8574,25/01/2025 12:42,sábado,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",25/01/2025 13:14
8584,27/01/2025 11:04,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,00","32,00",27/01/2025 11:35
8584,27/01/2025 11:04,segunda-feira,Delivery    ,1,Sprite 350mL,Refrigerantes,"5,00","5,00",27/01/2025 11:35
8586,27/01/2025 11:35,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",27/01/2025 12:07
8593,27/01/2025 13:24,segunda-feira,Delivery    ,1,Boizão,Hambúrguer,"44,90","44,90",27/01/2025 14:10
8595,27/01/2025 14:05,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",27/01/2025 14:43
8606,27/01/2025 17:15,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",27/01/2025 17:39
8606,27/01/2025 17:15,segunda-feira,Delivery    ,1,Coca-Cola Zero 350mL,Refrigerantes,"6,90","6,90",27/01/2025 17:39
8611,27/01/2025 17:56,segunda-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",27/01/2025 18:37
8611,27/01/2025 17:56,segunda-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",27/01/2025 18:37
8612,27/01/2025 17:59,segunda-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",27/01/2025 18:37
8616,28/01/2025 10:53,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",28/01/2025 11:24
8616,28/01/2025 10:53,terça-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",28/01/2025 11:24
8617,28/01/2025 11:03,terça-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",28/01/2025 11:45
8626,28/01/2025 11:57,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",28/01/2025 12:32
8648,28/01/2025 16:58,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",28/01/2025 17:28
8653,28/01/2025 18:06,terça-feira,Delivery    ,3,Hot Dog Nervoso,Hot Dog,"32,90","98,70",28/01/2025 18:42
8653,28/01/2025 18:06,terça-feira,Delivery    ,2,Coca-Cola Original 350mL,Refrigerantes,"6,90","13,80",28/01/2025 18:42
8656,28/01/2025 18:25,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",28/01/2025 18:41
8667,29/01/2025 12:25,quarta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",29/01/2025 12:47
8672,29/01/2025 13:18,quarta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",29/01/2025 13:39
8693,29/01/2025 18:07,quarta-feira,Delivery    ,1,Boizinho Bacon,Hambúrguer,"35,90","35,90",29/01/2025 18:41
8693,29/01/2025 18:07,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",29/01/2025 18:41
8693,29/01/2025 18:07,quarta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",29/01/2025 18:41
8693,29/01/2025 18:07,quarta-feira,Delivery    ,1,Água Tônica,Refrigerantes,"6,90","6,90",29/01/2025 18:41
8694,29/01/2025 18:30,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",29/01/2025 19:06
8698,30/01/2025 10:53,quinta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"24,95","49,90",30/01/2025 11:29
8698,30/01/2025 10:53,quinta-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"6,00","6,00",30/01/2025 11:29
8699,30/01/2025 11:02,quinta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",30/01/2025 11:30
8699,30/01/2025 11:02,quinta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",30/01/2025 11:30
8703,30/01/2025 11:23,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",30/01/2025 11:56
8704,30/01/2025 11:45,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",30/01/2025 12:21
8704,30/01/2025 11:45,quinta-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",30/01/2025 12:21
8707,30/01/2025 12:16,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",30/01/2025 12:40
8709,30/01/2025 12:21,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",30/01/2025 12:47
8723,30/01/2025 14:01,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",30/01/2025 14:51
8728,30/01/2025 15:58,quinta-feira,Delivery    ,1,Doguinho,Hot Dog,"14,99","14,99",30/01/2025 17:14
8728,30/01/2025 15:58,quinta-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"2,00","2,00",30/01/2025 17:14
8742,30/01/2025 18:37,quinta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",30/01/2025 18:59
8752,31/01/2025 12:11,sexta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",31/01/2025 12:42
8752,31/01/2025 12:11,sexta-feira,Delivery    ,1,Coca-Cola Original 350mL,Refrigerantes,"6,90","6,90",31/01/2025 12:42
8749,31/01/2025 12:14,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,00","32,00",31/01/2025 12:14
8749,31/01/2025 12:14,sexta-feira,Delivery    ,1,Sprite 350mL,Refrigerantes,"5,00","5,00",31/01/2025 12:14
8753,31/01/2025 12:25,sexta-feira,Delivery    ,2,Hot Dog Nervoso,Hot Dog,"32,90","65,80",31/01/2025 12:46
8753,31/01/2025 12:25,sexta-feira,Delivery    ,1,Coca-Cola Original 350mL,Refrigerantes,"6,90","6,90",31/01/2025 12:46
8769,31/01/2025 17:20,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",31/01/2025 18:03
8769,31/01/2025 17:20,sexta-feira,Delivery    ,1,Coca-Cola Zero 200mL,Refrigerantes,"3,90","3,90",31/01/2025 18:03
8772,31/01/2025 18:29,sexta-feira,Delivery    ,1,Boizinho Caipira,Hambúrguer,"32,90","32,90",31/01/2025 18:53
8789,01/02/2025 12:30,sábado,Delivery    ,1,Boizinho Bacon,Hambúrguer,"35,90","35,90",01/02/2025 13:21
8789,01/02/2025 12:30,sábado,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",01/02/2025 13:21
8790,01/02/2025 13:03,sábado,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"24,95","49,90",01/02/2025 13:06
8790,01/02/2025 13:03,sábado,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"6,00","6,00",01/02/2025 13:06
8796,03/02/2025 10:39,segunda-feira,Delivery    ,1,Boizinho Bacon,Hambúrguer,"35,90","35,90",03/02/2025 11:08
8796,03/02/2025 10:39,segunda-feira,Delivery    ,1,Coca-Cola Original 200mL,Refrigerantes,"3,90","3,90",03/02/2025 11:08
8797,03/02/2025 11:08,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",03/02/2025 11:54
8797,03/02/2025 11:08,segunda-feira,Delivery    ,2,Coca-Cola Zero 200mL,Refrigerantes,"3,90","7,80",03/02/2025 11:54
8801,03/02/2025 12:30,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",03/02/2025 12:58
8801,03/02/2025 12:30,segunda-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",03/02/2025 12:58
8803,03/02/2025 12:43,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",03/02/2025 13:17
8803,03/02/2025 12:43,segunda-feira,Delivery    ,1,Coca-Cola Original 350mL,Refrigerantes,"6,90","6,90",03/02/2025 13:17
8810,03/02/2025 13:43,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",03/02/2025 14:28
8811,03/02/2025 14:11,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",03/02/2025 14:53
8811,03/02/2025 14:11,segunda-feira,Delivery    ,1,Guaraná Antárctica 350mL,Refrigerantes,"6,90","6,90",03/02/2025 14:53
8815,03/02/2025 15:50,segunda-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",03/02/2025 16:23
8815,03/02/2025 15:50,segunda-feira,Delivery    ,1,Salsicha,Complemento,"4,00","4,00",03/02/2025 16:23
8822,03/02/2025 17:41,segunda-feira,Delivery    ,2,Boizinho Salada,Hambúrguer,"29,90","59,80",03/02/2025 18:42
8825,03/02/2025 18:16,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",03/02/2025 18:42
8825,03/02/2025 18:16,segunda-feira,Delivery    ,1,Boizão,Hambúrguer,"44,90","44,90",03/02/2025 18:42
8822,03/02/2025 18:41,segunda-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"26,45","52,90",03/02/2025 18:42
